created_at	name	screen_name	description	lang	location	verified	status_lang	status_text	time_zone	contributors_enabled	default_profile	default_profile_image	favourites_count	follow_request_sent	followers_count	following	friends_count	geo_enabled	has_extended_profile	id_str	is_translation_enabled	is_translator	listed_count	notifications	profile_background_color	profile_background_image_url	profile_background_tile	profile_banner_url	profile_image_url	profile_link_color	profile_sidebar_border_color	profile_sidebar_fill_color	profile_text_color	profile_use_background_image	protected	status_contributors	status_coordinates	status_created_at	status_favorite_count	status_favorited	status_geo	status_id_str	status_in_reply_to_screen_name	status_in_reply_to_status_id_str	status_in_reply_to_user_id_str	status_is_quote_status	status_latitude	status_longitude	status_place	status_possibly_sensitive	status_retweet_count	status_retweeted	status_source	status_truncated	statuses_count	url	utc_offset	account_type
Wed Apr 06 10:02:29 +0000 2011	Veredus Education	Veredus_Edu	Global executive search experts; finding World class talent for education providers, policy makers,suppliers and practitioners.	en	London Base, Global Reach	False	en	Veredus Education will now be combining with @VeredusExec, please follow.	London	False	True	False	0	False	69	False	137	False	False	277963774	False	False	2	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False		http://pbs.twimg.com/profile_images/1304313067/Capita_Bull_72_normal.jpg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Thu Sep 06 14:35:45 +0000 2012	0.0	False		243719139481485312				False					0.0	False	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	False	15		3600.0	2
Tue Aug 11 22:24:30 +0000 2015	Occupy the DailyMail	occupydailymail	A vigil for action on the climate crisis	en	23-25 October, London, W8 5TT	False	en	.@electoralreform Pls spprt ths #petition? Protect the right of councils to boycott &amp; divest! https://t.co/SlycYxaDuj #ProtectLocalDemocracy		False	True	False	14	False	33	False	84	False	False	3416352185	False	False	0	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False	https://pbs.twimg.com/profile_banners/3416352185/1442919806	http://pbs.twimg.com/profile_images/646283423443746816/671EFp6q_normal.png	0084B4	C0DEED	DDEEF6	333333	True	False		False	Wed Feb 17 22:33:26 +0000 2016	0.0	False		700085674754600960				False				False	0.0	False	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	False	100	https://t.co/ZO0nkfntLL		2
Wed Apr 10 09:57:18 +0000 2013	K-POP Festival	k_popfestival	‘K-POP Festival in Incheon 2014’ Get a chance to visit Korea and perform on the same stage with K-POP artists!	ko	Seoul, Korea	False	en	Date chance with SS301! https://t.co/XV2H4jirpA	Irkutsk	False	False	False	1	False	817	False	244	False	False	1341493542	False	False	6	False	C0DEED	http://abs.twimg.com/images/themes/theme14/bg.gif	False	https://pbs.twimg.com/profile_banners/1341493542/1450854488	http://pbs.twimg.com/profile_images/603003827415973891/jv6diTce_normal.jpg	0084B4	FFFFFF	EFEFEF	333333	True	False		False	Tue Feb 23 01:25:46 +0000 2016	0.0	False		701940984398139392				False				False	0.0	False	"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>"	False	486	http://t.co/enrxa1WxDs	28800.0	2
Sun May 11 19:31:15 +0000 2014	Sol	MahonSol	brighton and arsenal fan. season ticket at the amex supporting the albion.	en		False	en	I dont care about oscar i didn't like him yesssssssss!!!!		False	True	False	0	False	2	False	27	False	False	2541585436	False	False	0	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False	https://pbs.twimg.com/profile_banners/2541585436/1399839294	http://pbs.twimg.com/profile_images/465585870104715264/0LqRMN8g_normal.jpeg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Mon May 12 17:08:31 +0000 2014	2.0	False		465901346018062336				False					0.0	False	"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>"	False	2			1
Thu Sep 30 23:25:33 +0000 2010	Raven Serlye	RavenSerlye	Life is tough i have learned that along time ago.My heart shatters like peices so why do i give it to people? (multi rps) (feel free sto start a rp with me)	en	Hogwarts	False	en	@WeasleyTwin2 dont delete it &gt;_&lt;		False	False	False	1	False	79	False	67	False	False	197224349	False	False	2	False	1A1B1F	http://pbs.twimg.com/profile_background_images/156698189/hogwarts.jpeg	False		http://pbs.twimg.com/profile_images/1155501234/Raven_se_normal.jpg	2FC2EF	181A1E	252429	666666	True	False		False	Sun Apr 24 19:35:57 +0000 2011	0.0	False		62238368079151104	WeasleyTwin2	6.22131407415e+16	194786195.0	False					0.0	False	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	False	2553	http://t.co/ocBtzR2Exn		1
Mon Jan 31 19:01:30 +0000 2011	Ronny Jensen	grimsqueak	35 year old systems developer working @ Microsoft Tromsø.	en	Tromsø	False	en	Test my new HTC one x or play Diablo 3..? Tough call :p	Copenhagen	False	False	False	0	False	26	False	66	False	False	245458931	False	False	2	False	000000	http://abs.twimg.com/images/themes/theme1/bg.png	False		http://pbs.twimg.com/profile_images/1231146303/Photo_on_2011-01-31_at_22.53_normal.jpg	ABB8C2	000000	000000	000000	False	False		False	Tue May 15 15:35:42 +0000 2012	0.0	False		202422009349677056				False					0.0	False	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	False	13		7200.0	1
Sat Apr 10 07:44:58 +0000 2010	kendra	kendalcrotch	just a model trying to get in the bizz	en	BrisVegas	False	en	"HYPED ""Got em' waiting, anticipating"" by Magic Man M on LOOKBOOK.nu: http://lkbk.nu/look/970473"		False	True	False	0	False	0	False	0	False	False	131436907	False	False	0	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False		http://pbs.twimg.com/profile_images/811179741/boomjpg_normal.JPG	0084B4	C0DEED	DDEEF6	333333	True	False		False	Sat Aug 14 10:54:24 +0000 2010	0.0	False		21141696048				False					0.0	False	"<a href=""http://lookbook.nu"" rel=""nofollow"">LOOKBOOK.nu</a>"	False	3			1
Mon Apr 16 02:03:59 +0000 2012	Mr. Skunk	DYogaV	Fuck your opinion. Weed is my therapy. It's not a drug It's a plant.	id	Sleman, Indonesia	False	in	Legalisasi atau punah?? Pilih mana??	Bangkok	False	False	False	3	False	54	False	60	True	False	554789246	False	False	0	False	C0DEED	http://pbs.twimg.com/profile_background_images/378800000037157236/9aac436c3b793057d5015f8d1b87d396.jpeg	False	https://pbs.twimg.com/profile_banners/554789246/1375105322	http://pbs.twimg.com/profile_images/502480936148021248/fcQkAUZ-_normal.jpeg	0084B4	FFFFFF	DDEEF6	333333	True	False		False	Mon May 25 16:44:13 +0000 2015	0.0	False		602877843161288705				False					0.0	False	"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>"	False	188		25200.0	1
Sat Sep 21 02:38:51 +0000 2013	平出 なぎさ	H_0o918_N	F高￤＿＿パスピエ ／ KEYTALK ／ THE ORAL CIGARETTES ／ LDH ／ 窪田正孝￤（ ｱｲｺﾝ右 ）	ja		False	ja	@nanami_LoveS  いいですしい…	Irkutsk	False	False	False	5820	False	286	False	284	False	True	1888577966	False	False	5	False	000000	http://abs.twimg.com/images/themes/theme1/bg.png	False	https://pbs.twimg.com/profile_banners/1888577966/1471846642	http://pbs.twimg.com/profile_images/751334094936559616/IaEnzbLf_normal.jpg	3B94D9	000000	000000	000000	False	False		False	Tue Aug 23 13:49:07 +0000 2016	1.0	False		768082644772892672	nanami_LoveS	7.68080359636e+17	1307374130.0	False					0.0	False	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	False	215		28800.0	3
Mon Oct 12 16:43:54 +0000 2009	Roberto Garcia	Cubanwhip	If you like my tweets, follow me! If you don't like them, that's okay! And feel free to tweet me your thoughts!	en	Wellington, Florida	False	en	People barely use your and you're properly, let alone now being told to use proper pronouns. #endthis  https://t.co/rjsYP67J2P	Eastern Time (US & Canada)	False	False	False	13	False	49	False	69	True	True	81881579	False	False	1	False	131516	http://abs.twimg.com/images/themes/theme14/bg.gif	True	https://pbs.twimg.com/profile_banners/81881579/1468950769	http://pbs.twimg.com/profile_images/755458460679016448/jmQY5rMV_normal.jpg	99007A	EEEEEE	EFEFEF	333333	True	False		False	Tue Aug 23 12:52:23 +0000 2016	0.0	False		768068368175865856				True			{u'full_name': u'West Palm Beach, FL', u'url': u'https://api.twitter.com/1.1/geo/id/4de072969805ac41.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-80.2006, 26.644671], [-80.044639, 26.644671], [-80.044639, 26.7991205], [-80.2006, 26.7991205]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'4de072969805ac41', u'name': u'West Palm Beach'}	False	0.0	False	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	False	988	https://t.co/q04IPYrq25	-14400.0	1
Sun Jan 27 21:26:29 +0000 2013	Mike Samuels	M_W_Samuels	Lover of food, tobacco, wine and whisky...	en	Oakville	False	en	@MJDerouin delicious Mike, save it for spring - we're well into single malt season!	Eastern Time (US & Canada)	False	True	False	8	False	4	False	25	False	False	1126263613	False	False	0	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False	https://pbs.twimg.com/profile_banners/1126263613/1371988505	http://pbs.twimg.com/profile_images/378800000033713219/477683f78a12a4414973749b45b81473_normal.jpeg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Sun Jan 12 02:03:04 +0000 2014	0.0	False		422186937823555584	MJDerouin	4.22140738056e+17	278546121.0	False					0.0	False	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	False	4		-14400.0	1
Thu Jan 08 23:52:07 +0000 2015	landri 	ldubz_14	my twitter game weak	en		False	en	@im_dbnation bet that uppp 😘		False	True	False	14	False	3	False	6	False	False	2967563269	False	False	0	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False		http://pbs.twimg.com/profile_images/554411255461453824/MBhC6-f0_normal.jpeg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Wed Jan 14 01:26:30 +0000 2015	1.0	False		555174082426441730	im_dbnation	5.55173755241e+17	2642086376.0	False					0.0	False	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	False	9			1
Sat Jan 21 02:16:08 +0000 2012	Bernadette Logue	BernadetteLogue	Author & Transformation Coach. Founder of https://t.co/eBNzCwArZG & https://t.co/31WwhG1tOf.	en	Global	False	en	"""Whatever you hold in your mind on a consistent basis is exactly what you will experience in your life."" - Anthony Robbins"	Madrid	False	False	False	110	False	570	False	406	False	False	469855358	False	False	46	False	DBE9ED	http://pbs.twimg.com/profile_background_images/870278970/e354b1526d516c56b4ef50f84423a320.png	False	https://pbs.twimg.com/profile_banners/469855358/1446036508	http://pbs.twimg.com/profile_images/659351168573943809/XHV-drTZ_normal.png	808080	FFFFFF	E6F6F9	333333	False	False		False	Tue Aug 23 15:24:01 +0000 2016	3.0	False		768106525839749125				False					0.0	False	"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"	False	4663	https://t.co/ywdSAfLfzX	7200.0	1
Fri Jan 24 22:31:19 +0000 2014	The Woods Magazine	woodsmagazine	Exploring the Wilderness of Life	en		False	en	An essay by our founder: http://t.co/sGqRTZtLyA		False	True	False	0	False	1	False	11	False	False	2309057833	False	False	0	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False		http://pbs.twimg.com/profile_images/426845719886962688/lZZgEcwb_normal.jpeg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Fri Jan 24 22:37:01 +0000 2014	0.0	False		426846127812390912				False				False	0.0	False	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	False	1			2
Thu Oct 23 07:38:48 +0000 2014	MidlothianPhysio	MidPhysio1	Midlothian Physiotherapy provides high quality, clinically effective physiotherapy to individuals and organisations. Please contact to discuss your needs.	en-gb	Eskbank EH22 3NU	False	en	RT @MidPhysio1: Hip pain- Why you get it and What to do about it https://t.co/C5OZd88Blc https://t.co/QU63RgRtho		False	False	False	42	False	1737	False	3073	True	False	2841734469	False	False	9	False	C0DEED	http://pbs.twimg.com/profile_background_images/532223973983920128/JwBd7HCE.jpeg	False	https://pbs.twimg.com/profile_banners/2841734469/1415727657	http://pbs.twimg.com/profile_images/525225204931235840/6IV0Kt-V_normal.jpeg	3B94D9	FFFFFF	DDEEF6	333333	True	False		False	Sun Jun 26 13:46:39 +0000 2016	0.0	False		747063527303708672				False				False	2.0	False	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	False	103	http://t.co/iSOVSuCTSr		2
Tue Sep 17 10:09:41 +0000 2013	Zach Duncan	zdub1020	Account Manager for  IT  Provider.  Free thinker.  Outgoing and open-minded.  Well read. Visit our site @ http://t.co/7UGH0FIfpX	en	Tennessee	False	en	President calls the Sony hack an act of cyber vandalism		False	True	False	1520	False	251	False	499	False	False	1874947952	False	False	1	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False	https://pbs.twimg.com/profile_banners/1874947952/1420514960	http://pbs.twimg.com/profile_images/553164397170790400/8u4tUHpd_normal.jpeg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Mon Jan 12 19:43:54 +0000 2015	4.0	False		554725475810295809				False					0.0	False	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	False	2854	http://t.co/7UGH0FIfpX		1
Wed Sep 05 21:19:44 +0000 2012	Spartan Energy 	SpartanNRG	Spartan Energy Control Systems provides a turn key m2m demand management solution for utilities and consumers	en	Rexburg, ID	False	en	June 06th, 2013 http://t.co/6BCEUvfAY9 via @weebly	Central Time (US & Canada)	False	False	False	7	False	33	False	97	True	False	805400976	False	False	0	False	131516	http://pbs.twimg.com/profile_background_images/652710778/qkmttzdz9kw9rhopbnvu.jpeg	False		http://pbs.twimg.com/profile_images/2580580275/qdsw8o9u6dcdxi0gub2l_normal.jpeg	EB1111	EEEEEE	EFEFEF	333333	True	False		False	Thu Jun 06 22:25:35 +0000 2013	4.0	False		342769261909004289				False				False	0.0	False	"<a href=""http://www.weebly.com/"" rel=""nofollow"">Weebly App</a>"	False	71	http://t.co/Di84OFwzEP	-18000.0	2
Thu Jan 22 19:19:06 +0000 2015	Patricia Adams	richardalasoru1	We have everything we need to make the present moment the happiest in our life, even if we have a cold... Having a cold is a part of life.	en	PREPAREDFORLIFTOFF	False	es	pues no te lo creas ya loo veras cn el tiempo k lo di... — Mira a mi Yasmina no me a echo nada sabes, y no creo ... ht…		False	True	False	0	False	1	False	57	False	False	2992730553	False	False	0	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False	https://pbs.twimg.com/profile_banners/2992730553/1428509340	http://pbs.twimg.com/profile_images/568285209808760832/bU6e5XPs_normal.png	0084B4	C0DEED	DDEEF6	333333	True	False		False	Sat May 02 23:46:55 +0000 2015	0.0	False		594649300715458560				False					0.0	False	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	False	3	http://t.co/wTyTG7ZhP4		1
Sat Feb 06 11:41:27 +0000 2010	べる	buruma_hae	めっせーgalaxy_angel@hotmail.co.jp	ja	貴方の隣に	False	ja	@LNattou だめ	Tokyo	False	False	False	0	False	11	False	9	False	False	111864000	False	False	1	False	FFFFFF	http://pbs.twimg.com/profile_background_images/73190807/1224951676267.png	False		http://pbs.twimg.com/profile_images/679178463/1224951676267_normal.png	B40B43	CC3366	E5507E	1A1111	True	False		False	Fri Jun 04 11:18:53 +0000 2010	0.0	False		15408571626	LNattou	15408527529.0	81708799.0	False					0.0	False	"<a href=""https://sites.google.com/site/tweentwitterclient/"" rel=""nofollow"">Tween</a>"	False	427		32400.0	3
Sat Mar 13 21:57:33 +0000 2010	Jane	janeargue	Watching the sun come up is reality that we truly have a new day	en	Northern Beaches.. Sydney	False	en	U big brother tweeters need to get a life #BBAU	Sydney	False	False	False	1	False	35	False	81	False	False	122779630	False	False	0	False	642D8B	http://abs.twimg.com/images/themes/theme10/bg.gif	True		http://pbs.twimg.com/profile_images/763552528/Image096_normal.jpg	FF00BF	0329FF	68FF0A	441FFF	True	False		False	Wed Jul 31 09:59:13 +0000 2013	0.0	False		362512765920870401				False					0.0	False	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	False	111		36000.0	1
Mon Oct 13 12:10:53 +0000 2014	Arif Khan	ArifNov90	Focus on the good	en	India Rajasthan Jaipur	False	und	😄😄😄 http://t.co/mja8thwdGS		False	True	False	1	False	17	False	0	False	False	2854320176	False	False	0	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False		http://pbs.twimg.com/profile_images/521634445095231490/j11SNodD_normal.jpeg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Mon Oct 13 12:18:40 +0000 2014	0.0	False		521636134271479808				False				False	0.0	False	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	False	1			1
Mon Nov 23 12:27:10 +0000 2015	Lisa Fox	Lisa_Fox76	Senior Exercise Physiologist. Masters in Strength & Conditioning student (ECU).	en	Brisbane, Australia	False	en	RT @docandrewmurray: Nearly 50% of cancer is preventable https://t.co/UIyaNzzJXo		False	True	False	41	False	52	False	302	False	False	4333861154	False	False	0	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False		http://pbs.twimg.com/profile_images/669809190957768705/8sV1EqCM_normal.jpg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Sun Aug 21 11:47:27 +0000 2016	0.0	False		767327249712369664				False				False	18.0	False	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	False	16			1
Sun Aug 24 13:33:43 +0000 2014	Luke Gatt	mrbanana2468101	yellow is bad so dont drink your piss	en		False	en	This is so sicko http://t.co/v0C2JGgyS3		False	True	False	0	False	9	False	56	False	False	2762489587	False	False	0	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False	https://pbs.twimg.com/profile_banners/2762489587/1408887679	http://pbs.twimg.com/profile_images/503537712150761472/mH-_pFMG_normal.jpeg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Sun Aug 24 14:31:26 +0000 2014	7.0	False		503550150686420993				False				False	0.0	False	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	False	3			3
Thu Feb 06 09:44:47 +0000 2014	MörseDrums	MorseDrums	Baguettes & Barbe @morsereigns	fr		False	fr	RT @morsereigns: Dimanche 06/07/14 : du bruit, du sang, de la bière et de jolies affiches à prix libre! #punk #hardcore #blackmetal http://…		False	True	False	0	False	4	False	10	False	False	2330033034	False	False	0	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False		http://pbs.twimg.com/profile_images/431365561432276993/7q19UG3F_normal.jpeg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Fri Jul 04 10:16:45 +0000 2014	0.0	False		485004278608961536				False				False	2.0	False	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	False	6			1
Sat Apr 11 04:53:00 +0000 2015	SEREN★海外トレンド	AI72565789	「海外でしか手に入らない服がココにある」オシャレなアクセや服をツイート⭐️海外のトレンドも流してます。韓国のファッションも取り扱ってるよ♪気に入った商品はこちらから⇨https://t.co/mtTRIqL12t	en		False	ja	ネックレスはキャンセル出たので 残り2個です(((o(*ﾟ▽ﾟ*)o)))💖		False	True	False	34	False	627	False	985	False	False	3149064698	False	False	0	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False	https://pbs.twimg.com/profile_banners/3149064698/1469281266	http://pbs.twimg.com/profile_images/756846159847579648/ME2yDorH_normal.jpg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Sun Jul 31 15:02:21 +0000 2016	2.0	False		759766155099648003				False					0.0	False	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	False	49			3
Mon Sep 21 18:51:49 +0000 2015	Amy	LstInBatCountry	TP4L |                                                          Best Bitch von @ToastAlea	de	Lost In Bat Country	False	en	RT @WhennBoys: never trust a person who talk to their pets in their normal voice	Berlin	False	False	False	457	False	9	False	91	False	False	3730969769	False	False	1	False	000000	http://pbs.twimg.com/profile_background_images/654697221259030533/9sBXkfVh.jpg	True	https://pbs.twimg.com/profile_banners/3730969769/1442863451	http://pbs.twimg.com/profile_images/648899758451486721/BcOUbf_k_normal.jpg	9266CC	000000	000000	000000	True	False		False	Wed Dec 09 21:55:10 +0000 2015	0.0	False		674708896028733440				False					728.0	False	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	False	1124		7200.0	1
Sat Dec 06 15:51:32 +0000 2008	TomBrackett	tombrackett	Missional Innovator and Coach/Consultant to the Episcopal Church. Blogs here: http://t.co/8oVJNsJgUc	en	Asheville NC	False	en	"I liked a @YouTube video https://t.co/gTAsziuo3F Communist Priest of ""Gay"" Church REBUKED by Street Preachers | Episcopal Church"	Eastern Time (US & Canada)	False	False	False	10	False	1459	False	269	True	False	17923420	False	False	43	False	352726	http://abs.twimg.com/images/themes/theme5/bg.gif	False	https://pbs.twimg.com/profile_banners/17923420/1416523712	http://pbs.twimg.com/profile_images/535565210652663808/XIPAQU8n_normal.jpeg	D02B55	829D5E	99CC33	3E4415	True	False		False	Tue May 24 00:52:47 +0000 2016	1.0	False		734909978042060800				False				False	0.0	False	"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>"	False	789	http://t.co/np1EDqCzlw	-14400.0	1
Tue May 25 13:03:59 +0000 2010	Edwin van Drunen	iDrunen	Marketeer, manager and creative advertising consultant. Interested in cycling, life-style, family, sports & infotainment.	en	Schijndel; The Netherlands	False	nl	Leuke ijsformule #trento #mu https://t.co/bpMKQ4I5B3	Athens	False	True	False	749	False	208	False	90	True	False	147947072	False	False	13	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False	https://pbs.twimg.com/profile_banners/147947072/1458851116	http://pbs.twimg.com/profile_images/713099382737018880/YTdfxqFZ_normal.jpg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Thu Aug 18 12:54:58 +0000 2016	0.0	False		766257077702496256				False				False	0.0	False	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	False	2711	https://t.co/n0QbAbCDiB	10800.0	1
Tue Dec 08 22:39:26 +0000 2009	Trina Webb	msgoode0835	I have the look that you want!!!	en	Virginia Beach, Viginia	False	en	Local unemployed moms earns $346 hourly! from Home. check it out! http://t.co/Bl7yQiS	Central Time (US & Canada)	False	False	False	0	False	5	False	8	True	False	95518274	False	False	0	False	C0DEED	http://pbs.twimg.com/profile_background_images/58599419/mefly.jpg	True		http://pbs.twimg.com/profile_images/565454453/01me_normal.jpg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Tue Aug 16 08:09:31 +0000 2011	0.0	False		103377835418337280				False				False	0.0	False	"<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>"	False	5	http://t.co/1rBdXnPtB9	-18000.0	1
Tue Feb 17 06:39:18 +0000 2009	ghj bnm	Crabpatti	happy and lucky	en	savannah, ga	False	und	RT @noelzancanella: @Strahlenopfer http://t.co/xeeGWpsF http://t.co/xeeGWpsF	Central Time (US & Canada)	False	False	False	2	False	26	False	0	False	False	21069714	False	False	0	False	709397	http://abs.twimg.com/images/themes/theme6/bg.gif	False	https://pbs.twimg.com/profile_banners/21069714/1358225507	http://pbs.twimg.com/profile_images/79257927/799px-Blue_crab__normal.jpg	FF3300	86A4A6	A0C5C7	333333	True	False		False	Wed Feb 27 01:50:20 +0000 2013	0.0	False		306582005288681472				False				False	10084.0	False	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>"	False	29		-18000.0	1
Wed Oct 21 02:40:59 +0000 2009	Lee Orton	projobs_help	Helping people with technology and service	en	Idaho	False	en	Need a Top-Rated Service Professional? Get Matched to Licensed		False	True	False	0	False	914	False	1827	False	False	83984445	False	False	5	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False		http://pbs.twimg.com/profile_images/483374622/Terry1971_normal.jpg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Tue Sep 14 17:42:27 +0000 2010	4.0	False		24495742612				False					0.0	False	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	False	3348	http://t.co/C3ahhY0r7k		1
Wed Jul 15 23:38:44 +0000 2015	Christopher Trolio	christrolio15	Fremont Skater and Taken some how but i guess i am	en		False	en	Lord knows i earned this phone to nice tho		False	True	False	4	False	2	False	14	False	False	3281092747	False	False	0	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False		http://pbs.twimg.com/profile_images/621464438785191936/X9CILEdS_normal.jpg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Thu Jul 16 00:00:10 +0000 2015	0.0	False		621469334813052928				False					0.0	False	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	False	4			1
Wed Jul 20 02:57:38 +0000 2011	rajat jain	rajatraj07	i am an advocate and editor of jayant jyoti news paper	en	Meghnagar	False	hi	tristutik jain sangh ka  sammelan 10 sept ko and navyuvak parishad ka sammelan 11 sept ko aacharya JAYANTSENSURIJI ki nisra me tharad me	Hawaii	False	False	False	0	False	27	False	28	True	False	338788710	False	False	0	False	C0DEED	http://pbs.twimg.com/profile_background_images/324842429/Dubai_01.jpg	False		http://pbs.twimg.com/profile_images/1528398040/P3301472_normal.jpg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Sun Sep 04 17:07:51 +0000 2011	0.0	False		110398681756336128				False					0.0	False	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	False	3		-36000.0	1
Sat Mar 09 19:55:20 +0000 2013	Bobby Digital	DigitalBMusic	Official Twitter Page for #DigitalBmusic Engineer, Producer,Music Consultant,Artist Management	en		False	en	My new sounds: Richie Spice HIGHEST https://t.co/1o2F0O03US on #SoundCloud		False	True	False	5	False	468	False	218	False	False	1255244246	False	False	2	False	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	False	https://pbs.twimg.com/profile_banners/1255244246/1394400469	http://pbs.twimg.com/profile_images/3358985188/38f34d0c4f7a10b7323b0674c0a5ca6e_normal.jpeg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Wed Mar 16 13:47:05 +0000 2016	2.0	False		710100075368849408				False				False	2.0	False	"<a href=""http://soundcloud.com"" rel=""nofollow"">SoundCloud</a>"	False	196			2
Sun May 29 12:59:36 +0000 2011	daramauliza	DaraOlive	I love money	en	Banda aceh	False	in	Cepat udah mulai neck haha,abis ujian pizza yok.@rudinineck Baangun telaat,ujian lg . Go a head .		False	False	False	0	False	33	False	58	False	False	307331555	False	False	0	False	C0DEED	http://pbs.twimg.com/profile_background_images/260554398/dara_lagi.jpg	True		http://pbs.twimg.com/profile_images/1384173238/304307495_normal.jpg	0084B4	C0DEED	DDEEF6	333333	True	False		False	Thu Jun 30 06:41:52 +0000 2011	0.0	False		86323550218223616	rudinineck	8.6321553847e+16	104190379.0	False					0.0	False	"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>"	False	28			1
